# metr_deep MDF table funding_events.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDFNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,ledger,money_type,amount_usd,currency,from_entity,to_entity,date,date_precision,period,payment_status,purpose_restriction,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,intermediary,relationship_type,start_date,end_date,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDF0026,,,,,Geoff Ralston,"METR (Model Evaluation and Threat Research, Inc.)",2026-08-14,day,,"acknowledged as a supporter; amount, date, vehicle and money type not disclosed by the source",,A,MDF,C02.E2,Geoff Ralston named on METR 2026-08-14 funding update,individual,,,,named supporter,,,,,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-14-funding-update/,https://metr.org/blog/2026-08-14-funding-update/,"and many others, including David Farhi, Geoff Ralston, Dylan Field and Steve Newman.",2026-09-16T05:33:55Z,named as a supporter over the years; org-wide ~$71M six-month commitments are not attributed to this person,1,,"The $71 million figure is organization-wide commitments, not this individual's gift.",DIFFERS,,"Independent live fetch saved as metr-funding-update-20260916T053355Z.html. Same page states In the last 6 months, METR raised commitments of around $71 million. Do not treat this naming as a dated gift inside that window.; audit-1 2026-09-16: lane said payment_status=; audit-2 2026-09-16: lane said date_precision=day; lane=research/grok-out/MD08-named-individual-donors.csv#4; review=research/agents-2026-09-16/MDREVIEW-MD08.md"
MDF0027,,,,,Dylan Field,"METR (Model Evaluation and Threat Research, Inc.)",2026-09-16,day,,"acknowledged as a supporter; amount, date, vehicle and money type not disclosed by the source",,A,MDF,C02.E2,Dylan Field named METR individual supporter (live about page),individual,,,,named supporter,,,,,,,,,,,,,,issuer statements,GET https://metr.org/about funding section,https://metr.org/about,"and many others, such as David Farhi, Geoff Ralston, Dylan Field and Steve Newman.",2026-09-16T05:33:55Z,"named on live about page; no amount, date, or vehicle for this individual",1,METR donor disclosure or Schedule B identities if ever public,"Issuer names supporters without per-person amount, date, vehicle, or payment status.",DIFFERS,,Independent live fetch saved as metr-about-20260916T053355Z.html. Listed among 'many others'. Employee-direction ban is on the same page.; audit-1 2026-09-16: lane said payment_status=; audit-2 2026-09-16: lane said date_precision=day; lane=research/grok-out/MD08-named-individual-donors.csv#5; review=research/agents-2026-09-16/MDREVIEW-MD08.md
MDF0028,,,,,Dylan Field,"METR (Model Evaluation and Threat Research, Inc.)",2026-08-14,day,,"acknowledged as a supporter; amount, date, vehicle and money type not disclosed by the source",,A,MDF,C02.E2,Dylan Field named on METR 2026-08-14 funding update,individual,,,,named supporter,,,,,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-14-funding-update/,https://metr.org/blog/2026-08-14-funding-update/,"and many others, including David Farhi, Geoff Ralston, Dylan Field and Steve Newman.",2026-09-16T05:33:55Z,named as a supporter over the years; org-wide ~$71M six-month commitments are not attributed to this person,1,,"The $71 million figure is organization-wide commitments, not this individual's gift.",DIFFERS,,"Independent live fetch saved as metr-funding-update-20260916T053355Z.html. Same page states In the last 6 months, METR raised commitments of around $71 million. Do not treat this naming as a dated gift inside that window.; audit-1 2026-09-16: lane said payment_status=; audit-2 2026-09-16: lane said date_precision=day; lane=research/grok-out/MD08-named-individual-donors.csv#6; review=research/agents-2026-09-16/MDREVIEW-MD08.md"
MDF0029,,,,,Steve Newman,"METR (Model Evaluation and Threat Research, Inc.)",2026-09-16,day,,"acknowledged as a supporter; amount, date, vehicle and money type not disclosed by the source",,A,MDF,C02.E2,Steve Newman named METR individual supporter (live about page),individual,,,,named supporter,,,,,,,,,,,,,,issuer statements,GET https://metr.org/about funding section,https://metr.org/about,"and many others, such as David Farhi, Geoff Ralston, Dylan Field and Steve Newman.",2026-09-16T05:33:55Z,"named on live about page; no amount, date, or vehicle for this individual",1,METR donor disclosure or Schedule B identities if ever public,"Issuer names supporters without per-person amount, date, vehicle, or payment status.",DIFFERS,,Independent live fetch saved as metr-about-20260916T053355Z.html. Listed among 'many others'. Employee-direction ban is on the same page.; audit-1 2026-09-16: lane said payment_status=; audit-2 2026-09-16: lane said date_precision=day; lane=research/grok-out/MD08-named-individual-donors.csv#7; review=research/agents-2026-09-16/MDREVIEW-MD08.md
MDF0030,,,,,Steve Newman,"METR (Model Evaluation and Threat Research, Inc.)",2026-08-14,day,,"acknowledged as a supporter; amount, date, vehicle and money type not disclosed by the source",,A,MDF,C02.E2,Steve Newman named on METR 2026-08-14 funding update,individual,,,,named supporter,,,,,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-14-funding-update/,https://metr.org/blog/2026-08-14-funding-update/,"and many others, including David Farhi, Geoff Ralston, Dylan Field and Steve Newman.",2026-09-16T05:33:55Z,named as a supporter over the years; org-wide ~$71M six-month commitments are not attributed to this person,1,,"The $71 million figure is organization-wide commitments, not this individual's gift.",DIFFERS,,"Independent live fetch saved as metr-funding-update-20260916T053355Z.html. Same page states In the last 6 months, METR raised commitments of around $71 million. Do not treat this naming as a dated gift inside that window.; audit-1 2026-09-16: lane said payment_status=; audit-2 2026-09-16: lane said date_precision=day; lane=research/grok-out/MD08-named-individual-donors.csv#8; review=research/agents-2026-09-16/MDREVIEW-MD08.md"
MDF0031,,,13639155,USD,,Model Evaluation and Threat Research Inc,2024-12-31,interval,FY2024 short year 2024-05-01 to 2024-12-31,filed on the recipient's own Form 990,,A,MDF,C02.E4;C01.E3,METR FY2024 Form 990 initial short-year total revenue and contributions (2024-05-01 to 2024-12-31),recipient,METR; Model Evaluation and Threat Research Inc,99-1219864,,,2024-05-01,2024-12-31,,,,CYTotalRevenueAmt 13639155; CYContributionsGrantsAmt 13603035,,,,,,,yes,recipient filings,index_2025.csv EIN=991219864; unzip 2025_TEOS_XML_11C.zip member 202523209349300367_public.xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11C.zip,<CYContributionsGrantsAmt>13603035</CYContributionsGrantsAmt>,2026-09-16T05:44:08Z,1 Form 990 XML in 2025_TEOS_XML_11C.zip,1,FY2025 Form 990 original due 2026-05-15; automatic extension 2026-11-16,FY2024 filed revenue is an 8-month initial year; it is not the Feb-Aug 2026 approximately $71 million commitment and is not summed with it,DIFFERS,,"XML: TaxPeriodBeginDt=2024-05-01; TaxPeriodEndDt=2024-12-31; CYTotalRevenueAmt=13639155; CYContributionsGrantsAmt=13603035; CYProgramServiceRevenueAmt=0; GovernmentGrantsAmt element not present (Part VIII line 1e untreated/zero); RelatedOrganizationsAmt=4501424; AllOtherContributionsAmt=9101611; TotalContributionsAmt=13603035; CYInvestmentIncomeAmt=36120; NetAssetsOrFundBalancesEOYAmt=5404631; DonorRstrOrQuasiEndowmentsInd=0; RtnEarnEndowmentIncmOthFndsGrp EOYAmt=5404631. InitialReturnInd=X. money_type=filed_grant is the 990-filed receipt total, not a commitment. IRS bulk zip primary; AWS GT lake copy sha256-identical.; audit-1 2026-09-16: lane said money_type=filed_grant; audit-2 2026-09-16: lane said ledger=; audit-3 2026-09-16: lane said quantity_or_value=; audit-4 2026-09-16: lane said payment_status=filed as received; audit-5 2026-09-16: lane said subject=METR FY2024 Form 990 initial short-year revenue and contribution totals; lane=research/grok-out/MD01-metr-recipient-baseline.csv#1; review=research/agents-2026-09-16/MDREVIEW-MD01.md; superseded by MDF0410 2026-09-16"
MDF0032,,,5404631,USD,,Model Evaluation and Threat Research Inc,2024-12-31,day,FY2024 EOY,,,A,MDF,C02.E4,FY2024 net assets and restricted-fund lines on the same return,recipient,,99-1219864,,,2024-05-01,2024-12-31,,,,,,,,,,,yes,recipient filings,202523209349300367_public.xml Part I NetAssetsOrFundBalancesEOYAmt; Part X RtnEarnEndowmentIncmOthFndsGrp; DonorRstrOrQuasiEndowmentsInd,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11C.zip,<NetAssetsOrFundBalancesEOYAmt>5404631</NetAssetsOrFundBalancesEOYAmt>,2026-09-16T05:44:08Z,net assets filed,1,,No with-donor-restriction net-asset tags on this return,CONFIRMED,,"NetAssetsOrFundBalancesEOYAmt=5404631; TotalAssetsEOYAmt=6544206; TotalLiabilitiesEOYAmt=1139575; DonorRstrOrQuasiEndowmentsInd=0; RtnEarnEndowmentIncmOthFndsGrp BOYAmt=0 EOYAmt=5404631. Restricted-fund line: no with-donor-restriction amount reported. Schedule D TotalRevEtcAuditedFinclStmtAmt=14080505 is the audit reconciliation, not attached.; lane=research/grok-out/MD01-metr-recipient-baseline.csv#2; review=research/agents-2026-09-16/MDREVIEW-MD01.md"
MDF0033,,,0,USD,,Model Evaluation and Threat Research Inc,2024-12-31,interval,FY2024,,,A,MDF,C02.E4,FY2024 program service revenue and government grants lines,recipient,,99-1219864,,,,,,,,,,,,,,,yes,recipient filings,IRS990 CYProgramServiceRevenueAmt; GovernmentGrantsAmt; FederalGrantAuditRequiredInd,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11C.zip,<CYProgramServiceRevenueAmt>0</CYProgramServiceRevenueAmt>,2026-09-16T05:44:08Z,program service revenue 0; government grants element absent; FederalGrantAuditRequiredInd=0,1,,,CONFIRMED,,CYProgramServiceRevenueAmt=0. GovernmentGrantsAmt tag is not present on this XML (Part VIII line 1e). FederalGrantAuditRequiredInd=0.; lane=research/grok-out/MD01-metr-recipient-baseline.csv#3; review=research/agents-2026-09-16/MDREVIEW-MD01.md
MDF0034,transfers_regrants,transfer,4501424,USD,Alignment Research Center,Model Evaluation and Threat Research Inc,2024-12-31,day,FY2024,filed as contribution from related organizations,,B,MDF,C02.E3;C02.E4,Alignment Research Center contribution from related organization (Part VIII / Schedule R type C),grantmaker,ARC; Alignment Research Center,86-3605182,,related tax-exempt organization; Schedule R transaction type C,2024-05-01,2024-12-31,,,,,,,,,,,yes,recipient filings,IRS990 RelatedOrganizationsAmt; IRS990ScheduleR TransactionsRelatedOrgGrp TransactionTypeTxt=C,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11C.zip,<RelatedOrganizationsAmt>4501424</RelatedOrganizationsAmt>,2026-09-16T05:44:08Z,named related-organization contribution,1,,"Schedule B identities are RESTRICTED. Schedule R also lists loan-type D InvolvedAmt=325431 and type E InvolvedAmt=490182, which are not grants.",DIFFERS,,RelatedOrganizationsAmt=4501424; Schedule R InvolvedAmt=4501424 MethodOfAmountDeterminationTxt=FAIR MARKET VALUE for ALIGNMENT RESEARCH CENTER EIN 863605182. Typed transfer; not summed with AllOtherContributionsAmt or with the approximately $71 million commitment.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said date_precision=interval; lane=research/grok-out/MD01-metr-recipient-baseline.csv#8; review=research/agents-2026-09-16/MDREVIEW-MD01.md
MDF0035,,,9101611,USD,,Model Evaluation and Threat Research Inc,2024-12-31,interval,FY2024,filed as AllOtherContributionsAmt on the recipient's Form 990; payers not named,,B,MDF,C02.E3;C02.E4,All other contributions (unnamed on the public return),recipient,,99-1219864,,,,,,,,,,,,,,,yes,recipient filings,IRS990 AllOtherContributionsAmt,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11C.zip,<AllOtherContributionsAmt>9101611</AllOtherContributionsAmt>,2026-09-16T05:44:08Z,unnamed remainder of contributions,1,,No payer name on the public return for this line.,DIFFERS,,AllOtherContributionsAmt=9101611. Not attributed to any named person or organization. The filer's TotalContributionsAmt=13603035 is recorded on the Task A revenue row and is not re-summed here.; audit-1 2026-09-16: lane said money_type=filed_grant; audit-2 2026-09-16: lane said ledger=; audit-3 2026-09-16: lane said payment_status=filed as all other contributions; lane=research/grok-out/MD01-metr-recipient-baseline.csv#10; review=research/agents-2026-09-16/MDREVIEW-MD01.md; superseded by MDF0411 2026-09-16
MDF0036,,filed_grant,38100000,USD,The Pew Charitable Trusts,Pew Research Center,2025-06-30,year,FY2025,filed as granted,Information,D,MDF,C02.E2,Pew Charitable Trusts filed grant to Pew Research Center (not METR),,,recipient EIN 20-0881724,,filed_grant,,,,,,,,,,,,,"yes, to Pew Research Center",funder filings,Schedule I RecipientTable Pew Research Center CashGrantAmt 38100000 in object_id 202620849349301332,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202620849349301332_public.xml,<RecipientBusinessName> <BusinessNameLine1Txt>Pew Research Center</BusinessNameLine1Txt> </RecipientBusinessName> <USAddress> <AddressLine1Txt>901 E Street NW Suite 300</AddressLine1Txt> <CityNm>Washington</CityNm> <StateAbbreviationCd>DC</StateAbbreviationCd> <ZIPCd>20004</ZIPCd> </USAddress> <Reci,2026-09-16T05:37:30Z,"filed_grant $38100000 Information to Pew Research Center EIN 20-0881724 in PCT FY2025 Schedule I; additional PRC lines 2500000, 701292, 206887 in same year",4,,"This payment is to Pew Research Center, not to METR or ARC. Do not merge recipients. Amounts not summed across years or money types.",CONFIRMED,,Recorded only to keep the Pew entities and recipients unmerged. Not a METR award. Independently re-fetched this window; not copied from S0 seed rows. S0 held metr.org/about Pew naming and FY2021-FY2025 990 none-found as context-only (checked_utc 2026-09-14). no_kevinnbass_sources. Legal entities unmerged; a named supporter is not a payment; a commitment is not a payment. ProPublica used only as locator for EIN/object_id. RAND CAST directed-grant listing of Pew is out of this lane (MD17).; lane=research/grok-out/MD03-pew.csv#22; review=research/agents-2026-09-16/MDREVIEW-MD03.md
MDF0037,paid_filed,filed_grant,20000,USD,Silicon Valley Community Foundation,Model Evaluation and Threat Research,2024-12-31,day,TY2024 (2024-01-01 to 2024-12-31),filed as granted,Sciences,A,MDF,C02.E3;C02.E5;C03.E3,SVCF TY2024 Schedule I cash grant to METR,DAF sponsor,SVCF,202543149349305759,,DAF sponsor filed grant,2024-01-01,2024-12-31,,,,,,,,,,,yes,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543149349305759_public.xml; Schedule I <RecipientTable>; filters RecipientEIN in {991219864,863605182} OR BusinessNameLine1Txt matches MODEL EVALUATION AND THREAT RESEARCH|ALIGNMENT RESEARCH CENTER|ARC EVALS; object_id=202543149349305759",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543149349305759_public.xml,"<RecipientEIN>991219864</RecipientEIN>
        <IRCSectionDesc>501(c)(3)</IRCSectionDesc>
        <CashGrantAmt>20000</CashGrantAmt>
        <NonCashAssistanceAmt>0</NonCashAssistanceAmt>
        <ValuationMethodUsedDesc>N/A</ValuationMethodUsedDesc>
        <NonCashAssistanceDesc>N/A</NonCashAssist",2026-09-16T06:16:31Z,1 METR RecipientTable; CashGrantAmt=20000,1,,"Seed $20,000 TY2024 re-checked against this window's XML; not copied as live. Sponsor does not disclose the DAF account principal. Schedule I Part II has no account-principal, donor, or adviser column (cols a-h: name/EIN/IRC/cash/noncash/method/description/purpose). The line that would carry more if it existed is Schedule I Part II a donor/adviser field; it does not. Schedule B Part I contributor name identifies donors TO the sponsor and is RESTRICTED on the public copy; it would not name the DAF account that recommended a listed grant.",DIFFERS,,"Primary excerpt irs-990-svcf_202412-202543149349305759-excerpt-20260916T060726Z.xml fetched 2026-09-16T06:07:26Z from GivingTuesday lake. Filer EIN 20-5205488; TaxPeriodBeginDt=2024-01-01 TaxPeriodEndDt=2024-12-31; RecipientCnt grants scanned=3576. PurposeOfGrantTxt=Sciences. METR aliases/EIN used: METR, Model Evaluation and Threat Research, 99-1219864/991219864. money_type=filed_grant not summed with commitments.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said date_precision=interval; lane=research/grok-out/MD11-daf-filed-grants.csv#1; review=research/agents-2026-09-16/MDREVIEW-MD11.md"
